smiles,fitness
Clc1ccc2c(c1)N(Cc1nnc(C3CC3)o1)CCCS2,8.5
COC(=O)c1cc(NC(=O)c2cc(-c3cc(C)oc3C)nc3c2cnn3C(C)C)ccc1Cl,10.4
CCOc1ccc(-c2nnc(NC(=O)c3ccc(C(C)(C)C)cc3)o2)cc1,10.4
COc1cccc([C@@H](CNC(=O)C2=NN(c3ccccc3)C(=O)CC2)[NH+]2CCCC2)c1,10.2
COc1cc(-c2cccs2)cc2c1OCCN(Cc1cccn1-c1nccs1)C2,8.8
O=C1N[C@H](CO)C(=O)N2CCN(Cc3cnn(-c4ccccc4Cl)c3)C[C@H]12,10.7
CCn1cnnc1CNC(=O)CCCn1ccc2cc(Cl)ccc21,9.4
Cc1c(F)cccc1NC(=O)C(=O)N[C@@H](c1nc2ccccc2[nH]1)C(C)C,11.2
COc1ccccc1C(=O)Nc1cccc([S@@](C)=O)c1,9.1
C[C@H]1CCCN(C(=O)CSc2nnc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)n2C)C1,9.4
C[C@@H]1CCC[N@H+](Cc2csc(NC(=O)Cc3cc(F)ccc3F)n2)C1,10.3
O=C(c1cccc(/N=C2/N[C@H]3CS(=O)(=O)C[C@H]3S2)c1)N1CC[NH+](C2CCCCC2)CC1,10.4
C#Cc1cc(F)c(NC(=O)N(C)Cc2cc(Cl)ccc2OC)c(F)c1,9.3
CC(C)Cn1cc(NC(=O)C[C@H](NC(N)=O)c2cccs2)cn1,8.2
CCCN1CCO[C@H](c2noc([C@@H](C)C(C)=O)n2)C1,7.6
C[C@H](SCCN1C(=O)NC(C)(C)C1=O)C(=O)NC1CCCCC1,9.1
NC(=O)COc1cccc(CNC(=O)c2cc3cc(Cl)ccc3[nH]2)c1,10.1
CC[C@@H](C)[C@@H](C)NC(=O)c1cccc(SCC#N)c1,8.2
COCC(=O)Nc1ccc(O[C@H]2CCCC[C@H]2O)cc1,9.0
Cc1nc([C@H]2CCCN(C(=O)CCn3cncn3)C2)cc(=O)[nH]1,9.5
C[C@H](Sc1cc(Br)ccc1N)C(=O)Nc1ccccc1,9.1
COc1cc(OC)c(C[NH+]2CCC([C@H](O)c3ccc(F)cc3)CC2)c(OC)c1,9.3
CC(=O)c1cccc(NC(=O)c2cc(S(=O)(=O)N(C)C(C)C)ccc2Cl)c1,11.2
CCNC(=O)c1cccc(NC(=O)N[C@H](C)c2cn(C)nc2C)c1,10.3
C[C@@H](Sc1nc(/C=C/c2cccs2)n[nH]1)C(=O)N1CCOCC1,9.2
COCCOc1ncccc1NC(=O)NC1CCC([NH+]2CCCCC2)CC1,8.3
Cc1nc2ccccc2c2oc(C(=O)NCCC[NH+]3CCN(Cc4ccccc4)CC3)cc12,10.1
C[C@H](NC(=O)C(=O)Nc1ccc2[nH]ncc2c1)c1ccc(C(C)(C)C)cc1,9.9
C=CCN(C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,7.3
COC(=O)[C@H](NC(=O)C1(Cc2ccccc2)CC1)c1ccc(F)c(F)c1,9.7
Cc1ccccc1[C@H]([NH2+]CC1CCS(=O)(=O)CC1)C(C)C,8.4
O=C1CN(C(=O)COC(=O)c2ccncc2)c2ccccc2N1,10.0
C[NH+](C)[C@@H](CNc1ncnc2cc(Cl)ccc12)Cc1ccccc1,9.6
COc1ccccc1C[NH2+]Cc1ccc(S(C)(=O)=O)cc1,9.0
Fc1ccccc1[C@H](C[NH2+]C1CC1)CC1CCOCC1,8.4
CC[C@H](C)[C@@H](C(=O)Nc1ccn(C)n1)N1C(=O)c2ccccc2C1=O,9.0
Cc1nc(C[NH2+][C@@H](C(C)C)C2CC2)c(C)s1,7.2
Cc1nn(CC(=O)[C@@H](C#N)c2nc3ccccc3o2)c(C)c1Cl,8.8
Cc1ccc(-c2ncc(CN(C)CC(=O)Nc3cc(C)ccn3)s2)cc1,9.6
COc1ccc(NCCOc2ccc(F)cc2)cc1,8.0
O=C(CN1CCCc2c1cccc2[N+](=O)[O-])N[C@H]1CCOc2ccccc21,10.6
CC(C)c1cc(C(=O)Nc2cccc(OCC(F)(F)F)c2)nn1C,9.3
C[C@@H]1CN(C(=O)c2ccc(=O)[nH]c2)CC[C@H]1[NH3+],8.0
CCN(CCC#N)S(=O)(=O)c1ccc2c(c1)N(C(C)=O)CC2,8.6
C[C@H]([NH2+][C@H](c1ccc(Cl)cc1)[C@@H]1C[C@H]1C)c1ccc(F)cn1,9.0
CC(=O)Nc1cccc(NC(=O)c2cccn(Cc3ccccc3F)c2=O)c1,11.1
CC(C)Oc1cccc(/C=C/C(=O)N[C@@H]2CCC(=O)NC2)c1,9.4
CCOC(=O)c1ccc(NC(=O)c2ccc(=O)n(Cc3ccc(Cl)cc3)c2)cc1,10.2
Cc1cn2c(CN3CCO[C@H](c4ccc(F)c(F)c4)C3)c(C)nc2s1,9.8
C[N@H+](CCCc1n[nH]c(N)c1C#N)Cc1ccc(C(F)(F)F)cc1,9.6
CCS[C@@H]1CCCC[C@H]1NC(=O)NCCS(=O)(=O)c1ccccc1,9.9
CC(C)(C)c1cc(NC(=O)NCC2CCC(C(N)=O)CC2)no1,9.6
CC(C)c1nn(C)c2sc(C(=O)NNC(=O)Cc3ccsc3)cc12,9.2
COc1ccc2c(c1)[C@]([NH3+])(CC[C@H]1CCCO1)CCC2,9.2
O=C(C[n+]1ccccc1Cl)c1ccc2ccccc2c1,9.7
CC[C@H]1CC[C@H]([NH+]2CCN(C(=O)[C@@H]3CCCO3)CC2)C1,8.2
COC(=O)c1c(NC(=O)/C=C/c2cccs2)sc2c1CCN(C(=O)OC)C2,8.6
Cc1ccc(-n2nnnc2SCC[S@@](=O)c2ccccc2)c(C)c1,9.3
Fc1cccnc1N1CCN(Cc2ccncc2Cl)CC1,8.2
C#CCN1CCN(C[C@@H](O)COc2ccccc2C)CC1,8.3
CSc1ccc(N2CCC[C@H](C(=O)NCC(F)(F)F)C2)nn1,8.7
CC(C)N(C[C@@H]1C[C@H]1C)C(=O)NCCCC(=O)N1CCc2ccccc21,10.0
CC(C)[C@@H](Sc1nnc(-c2cccs2)o1)C(=O)N1C[C@@H](C)C[C@H](C)C1,8.3
C[N@@H+]1CCC[C@H](N2CCN(C(=O)NC[C@@H](CCO)c3ccccc3)CC2)C1,8.7
N#Cc1c(-c2ccc(F)cc2F)nn(-c2cc(F)ccc2F)c1N,9.4
O=C(NCC1(O)CCOCC1)C1=Cc2cc(F)ccc2OC1,10.7
COCCOCCC1(C(C)C)C[NH2+]C1,5.8
Cc1ccccc1NC(=O)COC(=O)c1ccc(Br)o1,8.7
CC1(C)[C@@H]([NH2+]Cc2cccnc2N2CCC[C@H](C(N)=O)C2)[C@@]2(C)CC[C@@H]1C2,8.1
c1cc(C[NH2+]CC[NH+]2CCCCCC2)c2c(c1)OCCCO2,9.0
CC(=O)N1CCOc2ccc(S(=O)(=O)NCc3ccc4c(c3)OCO4)cc21,10.5
CC1(C)[C@]2(C)CC[C@@]1(C(=O)NCc1ccco1)OC2=O,8.6
COc1ccc(C(=O)Nc2ccc(Cl)cc2C(F)(F)F)cc1S(=O)(=O)N1CCCCC1,11.1
COc1cc(CN2CCN(C(=O)C[N@H+](C)C(C)C)CC2)cc(OC)c1,8.2
CNC(=O)c1c(C)cccc1NC(=O)[C@H]1CC(=O)N(C2CCC(C)CC2)C1,10.4
COc1ccccc1N1C(=O)[C@@H]2[C@H]3c4ccccc4C=NN3[C@H](C(=O)c3ccccc3)[C@@H]2C1=O,2.3
C[C@H](C[NH3+])c1noc([C@@H]2CSc3ccccc32)n1,8.1
CN1CC[N@H+](C)C[C@H]1CNC(=O)Cc1cccc(NC(=O)OC(C)(C)C)c1,9.7
O=C(N[C@H]1CCOc2ccc(Br)cc21)C1(c2ccc(F)cc2)CC1,10.3
O=C1COc2ccc(C(=O)COc3cc(=O)n4ccccc4n3)cc2N1,11.1
Cc1ccccc1-c1noc(-c2ccccc2C(=O)NC[C@@H]2CCCO2)n1,10.5
Cn1c(C[NH+]2CCC(c3cc[nH]n3)CC2)cc(=O)n(C)c1=O,8.2
O=C(C[NH+]1CCCCC1)N/N=C\c1cccc2c1OCCO2,9.6
CC(C)c1[nH]ncc1C(=O)OCc1nn(-c2ccc(F)cc2)c2c1CCC2,10.2
COc1ccccc1CNC(=O)C[C@@H](NC(N)=O)c1cccs1,9.2
CN(C)C(=O)CN(C(=O)CCC1CCCC1)c1ccccc1,8.3
CC(C)C(=O)N[C@@H]1CCCC[C@H]1N1C(=O)CSC1=O,7.6
CC[N@H+](Cc1cc2cc(OC)ccc2[nH]c1=O)[C@@H]1CCS(=O)(=O)C1,9.4
C[C@H]1C(=O)CC[N@H+](CCc2ccc(F)cc2)[C@@H]1C,8.7
C[C@H]1CCN(C(=O)c2cnn(-c3cccc(Br)c3)c2)C[C@@H]1O,9.8
CCCc1nnc(NC(=O)CSc2nnc(-c3ccco3)n2C)s1,8.1
O=C(N[C@@H](c1ccccc1)c1ccccn1)[C@H]1COc2ccc(F)cc2C1,10.4
C[C@@H]([NH3+])c1cccc(SCCC(C)(C)O)c1,8.2
COc1ccccc1[C@@H]1C(C#N)=C(N)OC2=c3ccccc3=[NH+]C(=O)[C@@H]21,6.3
CCn1cc(S(=O)(=O)N[C@@H](Cc2ccsc2)c2cccnc2)cn1,8.2
C[C@H]1CN(C[C@@H]2CN3CCC[C@@H]3CO2)CC[C@@H]1[NH3+],7.8
CC(C)(C)NC(=O)CNC(=O)N1CCC(OCc2ccccc2)CC1,9.0
CS(=O)(=O)N1CCC[C@@H](c2ccc(C(=O)NCC3CC3)cn2)C1,9.4
COc1cc(C(=O)N2CCN(Cc3nc(-c4cccs4)cs3)CC2)c([N+](=O)[O-])cc1OC,9.0
COc1cccc([C@H](CNC(=O)C2CCN(C(=O)c3ccc(Br)cc3)CC2)[NH+](C)C)c1,9.0
C[C@@H](NC(=O)Cc1ccc(-n2cccc2)cc1)C(N)=O,9.1
CN(C)c1nc2c(c(=O)[nH]1)CCN(C(=O)c1cn3cc(Cl)ccc3n1)C2,8.8
NCC#Cc1cc(C(=O)N2CCC[C@@H](C(F)(F)F)C2)cs1,7.9
CC(C)OC(=O)[C@H](C)CNC(=O)N[C@H]1CC[C@H]([NH+](C)C)C1,8.3
Cc1csc([C@H](C)NC(=O)C(=O)Nc2cnc3c(c2)c(C)nn3C)n1,9.9
Cc1nn(C)c(C[NH2+][C@@H]2CCCC2(C)C)c1Cl,7.8
C[N@@H+]1[C@H]2CC[C@@H]1CN(C(=O)C(c1ccccc1)c1ccccc1)CC2,7.6
C[NH+](C)[C@H](CNC(=O)c1ccc(Oc2ccccc2)cc1)c1ccco1,10.5
O=C(NCc1ccc(Br)s1)N[C@@H](CO)c1ccco1,8.0
Cc1nc(CCNC(=O)[C@H]2CC(=O)Nc3ccc(F)cc32)nc2c1CCCC2,12.2
CC(C)CCCN1C(=O)[C@H]2CCCN2C(=O)[C@@H]1C(C)C,8.1
CC[C@@H]1CCCN(C(=O)C(=O)Nc2cccn(C)c2=O)C1,8.8
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H]2C[C@@H](N3CCOCC3)C[C@@H](c3ccccc3F)[N@H+]12,9.5
COC(=O)c1ccsc1NC(=O)C1CCN(S(=O)(=O)c2c(C)c(C)cc(C)c2C)CC1,10.0
COc1ccc(S(=O)(=O)Nc2cccc(C(=O)N3CCCC3)c2)cc1C,10.2
CC(C)NC(=O)N1CCCCC[C@@H]1C1CC[NH+](Cc2ccc(C#N)cc2F)CC1,8.1
CCN(CC)C(=O)c1cc(Cl)c[nH]1,6.3
COc1ccc(-c2csc(NC(=O)c3cncnc3C)n2)cc1OC,9.1
Clc1ccc2[nH]c3c(c2c1)C[N@H+](Cc1cnc2cnccn12)CC3,10.1
CC1=C(C(=O)N2CCOCC2)[C@H](c2ccc(C)c(F)c2)NC(=S)N1,7.4
CN(C[C@H](O)C1CC1)C(=O)CC1CCC(c2ccccc2)CC1,9.8
Cc1ccc2ccc3cc(C(=O)NCc4ccc(F)cc4)[nH]c3c2n1,11.7
COc1ccccc1C(=O)NC[C@H]1Cc2cccc(F)c2O1,9.9
CCSCC[C@@H](C)N(C)C(=O)c1c[nH]c2nccc(Cl)c12,7.8
CC[N@@H+]1CCC[C@H]1CN(C)c1[nH]c2ccc(N)cc2[nH+]1,8.6
Cc1nc(NC(=O)CCn2c([S-])nnc2-c2cccs2)sc1C,8.5
N#Cc1cccc(NC(=O)N2C[C@H]3CC[C@@H]2C[N@H+](Cc2ccncc2)C3)c1,8.9
CCCn1cc(NC(=O)Nc2cc(C#N)ccc2OC(C)C)cn1,9.2
CCN(Cc1nc(C)no1)C(=O)c1ccc(-n2nc(C)cc2C)cc1,10.1
COc1ccccc1N(C)C(=O)[C@@H](C)NC(=O)OC(C)(C)C,7.9
CCOc1ccccc1N1CCN(C(=O)CN2CCSC2=O)CC1,8.8
Cc1cc(C)n(C[C@@H]2CSc3ccccc32)n1,8.5
CCCNc1cc[nH+]c(COc2ccc(F)c(F)c2)c1,8.4
CCCN(C(=O)CCC(F)(F)F)[C@@H]1CCc2ccccc2C1,9.6
COc1cc(C(=O)Nc2nc3ccc(S(=O)(=O)N(C)C)cc3s2)cc(OC)c1OC,8.2
COc1cccc(N[C@@H]2CCC[C@H](S(C)(=O)=O)C2)c1,8.0
Cc1nc2sc3c(c2c(=O)n1NC(=O)c1cc2ccccc2oc1=O)CCCC3,10.4
CC1(C)C[C@@H]([C@H](CCNC(=O)c2cccs2)c2ccccc2)CCO1,9.6
CCCNC(=S)NC(=O)c1cc(OC)cc(OC)c1,7.7
CC(C)[C@H](Nc1cc(C#N)ccn1)C(=O)[O-],7.5
C[C@H](c1ccccc1Cl)N(C)c1cccc(F)c1C(=O)[O-],9.0
C[C@@H]1CCC[C@H]([N@@H+]2CCC(=O)C2)C1,7.2
CN(C)C(=O)c1ccc(F)c([N-]S(=O)(=O)c2ccccc2Cl)c1,10.3
COc1cc(OC)cc(C(=O)Nc2ccc([C@@H]3C=c4cc(Cl)ccc4=[NH+]3)cc2)c1,10.8
N#Cc1ccc(N2CC[C@@H](Nc3cccc4c3OCCO4)C2=O)cc1,9.9
O=C(NC[C@@]1(O)CCSC1)c1ccc(OCC(F)(F)F)nc1,8.5
CC(C)(C)OC(=O)[C@@H](C(=O)[O-])[C@@H]([NH3+])Cc1cccc(F)c1,8.8
C[C@H]1CCCCN1C(=O)Cc1ccc(NC(=O)N2CCCCc3ccccc32)cc1,11.3
O=c1[nH]c(/C(Cl)=C/c2ccsc2)nc2scc(-c3cccs3)c12,8.9
C[C@@H](C[C@@H]1CCCC[NH2+]1)[NH2+]C[C@@H]1CCCC[N@@H+]1C,8.4
CC(C)CCOc1cccc(NC(=O)c2cccs2)c1,8.8
COCC[C@@H](C)/C([O-])=N/S(=O)(=O)C1=Cc2ccccc2CC1,8.3
C[C@@H](NC(=O)CCC(=O)N1CCOCC1(C)C)C(=O)c1ccccc1,9.6
COC[C@H](C)Nc1ccc([N+](=O)[O-])nc1,6.6
Cc1nn(CC(C)C)c(Cl)c1CN1CCN(Cc2ccc(C#N)cc2)C(=O)C1,8.5
OCC[C@H]1CCC[N@H+](Cc2ccccc2OC2CCCC2)C1,8.8
Fc1cccc(C[NH2+]Cc2ccc(OCc3ccccc3)cc2)c1,10.6
O=C(Nc1ccc(F)cc1OCC(F)F)c1ccncc1Cl,8.9
Clc1ccccc1N1CCN(CCn2cccn2)CC1,8.1
C[N@H+](Cc1ccccc1O)Cc1ccccc1OCc1cccnc1,9.7
COc1ccc(NC(=O)N[C@@H]2C=C[C@H](C(=O)[O-])C2)c(C)c1,9.5
CN(c1ncncc1N)[C@H]1CCSC1,5.7
CC[NH2+][C@@H](c1cccc(OC(C)C)c1)[C@@H]1CSCCO1,7.6
CC(=O)Nc1ccc(SCC(=O)Nc2nnc(C(C)C)o2)cc1,8.9
O=C(NCc1ccncc1)[C@H]1CCCC[NH2+]1,8.0
O=C1[C@H]2[C@@H](C(=O)N1c1cccc(Cl)c1)[C@H](C(=O)n1nnc3ccccc31)N1c3ccccc3C=C[C@H]21,4.1
CC(=O)c1cccc(NC(=O)CSC2=C(C#N)[C@@H](c3ccc(Cl)cc3)[C@@H]3C(=O)CCCC3=N2)c1,10.1
CCN(CCc1nccs1)Cc1cc2cc(OC)ccc2o1,8.5
C[C@H](Sc1ccc(S(C)(=O)=O)cc1)c1ccc(C(=O)[O-])o1,9.2
C[C@@H](NC(=O)N1c2ccccc2C[C@H]1C)c1nc(C(C)(C)C)no1,9.9
COc1ccc(C[NH2+]C(C)(C)C)cc1OCc1nccs1,8.0
COc1cc(C(=O)N2Cc3cc4ccccc4nc3[C@@H]2C)cc(OC)c1OC,8.8
Cc1ccc2[nH]c(SCc3noc(CCC(=O)Nc4cccc(Br)c4)n3)nc2c1,10.2
CCCNC(=O)CN(C)C(=O)c1ccncc1C#CCO,7.6
COc1ccc(-c2nnc3sc(NC(=O)COc4cc(C)cc(C)c4)nn23)cc1OC,10.0
C[C@@H](SCc1ccccc1)C(=O)Nc1ccc(OC2CC[NH+](C)CC2)cc1,9.6
Cc1cnn(C2(C(=O)[O-])CCN(C(=O)c3cscn3)CC2)c1,8.0
CC(C)c1[nH+]ccn1CCC(=O)Nc1ccc(Cl)c(C[S@](C)=O)c1,9.1
CCc1ccc(N)cc1S(=O)(=O)N(CC)C1CCCCC1,8.2
O=C(NC[C@H]1COc2ccccc2O1)c1cnn(-c2ccccc2)c1,10.6
Nc1cccc(OCCCOc2cccc(Br)c2)c1,8.5
[NH3+][C@H]1CCN(c2ccc(-c3nc(Cc4ccccc4)no3)cn2)C1,10.5
O=c1cc(CSc2n[nH]c(=O)n2C[C@@H]2CCCO2)c2c(ccc3ccccc32)o1,9.2
CCCn1cc(NC(=O)N[C@H](CO)c2ccc(Cl)cc2)cn1,8.9
COCCN1CCN(Cc2ccccc2Br)CC1=O,7.9
COCCn1ccc(NC(=O)C(=O)N2CCC[C@H](C)C2)n1,8.5
COc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)Nc3nnc(-c4cccc(F)c4)o3)C2)cc1,11.6
Cc1cnn(CCCNC(=O)N[C@@H]2CCCN(c3ccccc3F)C2=O)c1,10.1
Cc1cc(C)n(-c2cc(Nc3ccccc3C)nc(C)n2)n1,9.6
C=C[C@]1(Cc2ccccc2)CCC[N@@H+]1Cc1ccccc1,8.2
COc1ccc(Cc2nc(C)cc(CO)n2)cn1,8.1
Cc1ccc(NC(=O)Cn2c(C)cc(C)c(C#N)c2=O)c(C)c1,8.7
O=C(CNS(=O)(=O)c1cccs1)NC[C@@H]1C[C@H](F)C[NH2+]1,8.5
CCOc1ccc(NC(=O)CSc2nc3nc(N4CCCC4)sc3c(=O)n2C)cc1,9.7
COc1cccc(F)c1OS(=O)(=O)CC1CCC1,7.7
CC(C)(C)[N@H+](CC(=O)[O-])[C@@H]1C[NH+]2CCC1CC2,6.5
CC[NH+](CC)c1ccc(/C=C2\Oc3c(ccc(OCC(N)=O)c3C)C2=O)cc1,9.3
CN(C)C(=O)c1ccc(NC(=O)/C(C#N)=C/c2ccc(N3CCCCC3)cc2)cc1,10.6
CS(=O)(=O)c1ccc(CBr)c(Cl)c1,6.5
C[C@@]1(C(=O)/C(Br)=C/c2ccc(Br)cc2)CO1,8.5
Cc1ccsc1[C@H](O)CNC(=O)Nc1ccc(F)cc1,9.4
Nc1nc(SCc2nnc(-c3ccccc3Br)o2)n[nH]1,9.3
C[NH2+]C[C@@H](CCc1cccs1)c1ccccc1Br,7.3
O=S(=O)(N[C@H](Cc1ccccc1)C1CC1)c1ccccc1,9.3
COC[C@@H](NC(=O)c1occc1Br)c1ccco1,7.4
COc1cccc(/C=C2\SC(=S)N(CCC(=O)Nc3cccc(OC)c3)C2=O)c1,9.2
Cc1cc(C)n2nc(SCc3cccc4ccccc34)nc2n1,10.6
Cc1ccc(NC(=O)CSc2nnc(C)n2-c2ccccc2C)cc1,10.7
COc1ccc(C(=O)Nc2ccc(N3CCOCC3)cc2)c(O)c1,9.5
COc1ccc(-c2ccc(=O)n([C@H](C)C(=O)N3CCN(C=O)CC3)n2)cc1,9.8
COc1cccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(CCc4ccc(F)cc4)CC(=O)N32)c1,8.2
O=C(COc1ccc2ccccc2c1)Nc1cnn(Cc2ccc(Cl)cc2)c1,10.9
CCc1nc2n(n1)CCC[C@@H]2NC(=O)c1cc([N+](=O)[O-])ccc1C,9.3
CC(C)[NH2+]CCCOC(=O)Nc1cccc(C#N)c1,8.1
Cc1cnc(C(C)(C)NC(=O)NCCSCC(C)(C)O)s1,8.3
C[C@H]1COC2(CCN(C(=O)NC3CCC([NH+]4CCCCC4)CC3)CC2)O1,8.4
COc1cccc(N2C(=O)[C@H]3CCC[N@@H+]3[C@@H]2c2ccc(C)cc2)c1,8.5
COCCOc1ccc([C@H](C)[NH2+][C@H]2COc3ccccc32)cc1,9.2
COC(=O)[C@H](CNC(=O)c1ccc(C)s1)Oc1ccc(F)cc1,8.3
O=C([O-])[C@H]1CC(=O)N(CCc2ccc3c(c2)OCO3)C1,9.7
CC(C)(C)C(=O)COC(=O)c1cc2ccccc2cc1O,10.0
COc1ccc(NC(=O)NCC(=O)[O-])cc1Cl,7.9
CC(C)C[C@H](C)OCCC(=O)N1CCC[C@@H](c2nnc3ccccn23)C1,9.2
C[C@@]1(c2cccc(Cl)c2)NC(=O)N(Cc2cc(F)cc3cccnc23)C1=O,9.9
CNC(=O)[C@H](C)C[N@H+](C)Cc1coc(-c2ccc(F)cc2)n1,8.4
CCC1(CO)CC[NH+](Cc2cc(OC)c(O)cc2Br)CC1,7.6
COc1ccccc1/C=C/C(=O)Nc1cccc(C(=O)N(C)c2ccccc2)c1,11.6
Cc1nc(C(C)(C)C)sc1[C@@H](C)N[C@@H](CO)c1ccc(Cl)c(F)c1,8.9
CCN(C[C@H](C)C#N)C(=O)Nc1ccn(Cc2ccccc2)n1,9.6
C[NH2+][C@@H](Cc1nc([C@H](C)OC)no1)C1CC1,6.5
C=C(C)COc1cc(C[N@@H+]2CCNC(=O)[C@@H]2CC)ccc1OC,8.7
C[C@H]1CCCN1NC(=O)OC(C)(C)C,6.4
CCCn1c(C)nnc1CS(=O)(=O)c1ncccc1Br,7.6
Cc1cc(NC(=O)CSc2nc3ccccc3n2Cc2ccccc2F)no1,10.1
CC(C)CC(=O)N[C@@H](CC(=O)[O-])c1ccccc1Cl,8.0
COc1ccc(OCC(=O)NN2CCCCC2)cc1,8.4
COCC(=O)N(Cc1cccs1)Cc1cc2cc(C)ccc2n2nnnc12,9.4
COc1ccc(CN(C)C(=O)COc2ccc(C#N)cc2)cc1OC,8.7
CCN(CC)C(=O)c1ccc(NC(=O)NCc2ccnn2C)cc1Cl,9.1
Cc1ccccc1NC(=O)C[C@H](c1ccccc1C)n1cccc1,9.1
C[NH+](C)[C@H](CNC(=O)c1cc(-c2ccccc2)on1)c1ccc(F)cc1,10.4
O=C(Cn1cc(Cl)c(=O)[nH]c1=O)c1ccc2c(c1)CCCC2,10.7
O=c1[nH]c2ccc(-c3csc(NC[C@H]4CCCO4)n3)cc2[nH]1,9.3
COc1ccc([C@H](CC(=O)O[C@@H]2CCCc3ccccc32)NC(C)=O)cc1,9.1
CCCNC(=O)c1cccc(-c2cccs2)c1,8.1
COc1ccccc1[C@@H](CNC(=O)c1ccc([N+](=O)[O-])c(C)c1)[NH+]1CCCC1,9.4
CCCS[C@@H]1CCC[C@H]1C#N,5.9
COC(=O)C1(NC(=O)[C@H]2C[C@H]2c2c(F)cccc2F)CCSCC1,7.7
COCCSCC(=O)N1CCC[C@@H]1c1ccc(C(C)(C)C)cc1,8.4
Cc1cc([C@@H](O)c2ccc(I)cc2)ccc1F,9.4
CC(C)c1nn(C)c(N2CCOCC2)c1CN1CCN(C(=O)[C@H]2C[C@H]2C)CC1,5.7
CCC1(CC)NC(=O)CN(C[C@]2(C)CCCO2)C1=O,7.5
Cc1ccc2[nH]nc(C(=O)N3CC(O)C3)c2c1,8.8
COc1ccc2nc(Nc3ccc4c(c3)CCC4)sc2c1,9.4
CO[C@H]1CCC[N@H+](C[C@@H]2C[C@@H]2c2ccccc2)C1,8.4
Cn1c(=O)oc2cc(S(=O)(=O)N3CCC[C@@H](C(=O)NCc4ccc5c(c4)OCO5)C3)ccc21,11.4
COc1ccc(/C=C2\Oc3cc(OC(=O)[C@H]4CCCO4)ccc3C2=O)c(OC)c1OC,9.3
Cc1cc(C)c(C)c(OC(=O)[C@H](C)NC(=O)c2cccs2)c1,9.9
Cc1ccc2cccc(C(=O)Nc3cc(C(N)=O)ccc3Cl)c2n1,11.1
O=C([C@H]1CCOC1)N(CC(F)(F)F)c1ccccc1,7.8
O=c1[nH]ccc2ccn(Cc3ccccn3)c12,8.8
Cc1c(C(=O)N2CCC(C(=O)Nc3ccccc3)CC2)nc2c(Cl)cccn12,8.2
C[NH+]1CCC(NC(=O)NCCCn2cccn2)CC1,8.0
Cn1c(C[N@H+](C)C[C@H](O)Cn2cccn2)nc2ccccc21,8.7
CN(C)c1ccc(-n2cccc2/C=C2/C(=O)N(c3ccc(Br)cc3)C(=S)N=C2[O-])cc1,7.0
CC(C)=Nn1cnc2c1=NC(C)(C)NC=2C(N)=O,7.7
CC1=NO[C@H](CNC(=O)c2ccccc2F)C1,8.7
O=C(Nc1ccccc1)c1ccc(C(=O)c2ccccc2)cc1,11.1
C/C(=C/CC[NH3+])c1ccc(Cl)cc1F,7.0
COc1cc(F)cc(CNC(=O)c2cccc(CN3CCCC3=O)c2)c1,11.1
Cc1cc(Br)ccc1NC(=O)N(CCO)CCCO,8.8
C[C@H]1CC[C@@H](C)CN1S(=O)(=O)c1ccc(C#N)c(C(F)(F)F)c1,8.1
Cc1cc(-c2nnc(CN3CCC[C@H]3Cc3cccc(F)c3)o2)c(C)o1,10.5
COc1cccc([C@@H](CO)NC(=O)Cc2c(C)nn(C(F)F)c2C)c1,9.1
CC1(C)S[C@@H]2[C@H]([NH2+]Cn3nnc4ccccc43)C(=O)N2[C@@H]1C(=O)[O-],9.1
Cn1ncnc1CCNC(=O)NCc1ccc(F)cc1C(F)(F)F,9.8
NNC(=O)c1ccc(-c2ccc(Cl)c([N+](=O)[O-])c2)o1,9.3
Cc1cc(C)n(CC(=O)NNC(=O)c2cccc(I)c2)n1,9.8
O=C(Nc1ccnn1Cc1ccco1)N1CCOC[C@H](O)C1,9.2
N#CCOc1cccc(CC(=O)Oc2ccc(C#N)cc2F)c1,9.1
Cc1csc(C[N@@H+]2CC[C@H](Cc3cnn(C)c3)C2)n1,7.9
Cc1ccc(Oc2ccc(NC(=O)Cn3ccc(=O)[nH]c3=O)cn2)cc1C,11.4
Cc1ccc2c(COC(=O)c3ccc(C)c([N+](=O)[O-])c3)cc(=O)oc2c1,11.3
COC(=O)c1ccccc1NC(=O)[C@H]1CCCCC[C@H]1[NH3+],9.0
CC[C@H](C)NS(=O)(=O)c1cc(C)c(Cl)cc1C,7.6
O=C(Cc1ccccc1)NNC(=O)Nc1ccccc1F,9.9
O=C(CCc1ccccc1)NNC(=S)NC(=O)c1ccccc1,9.8
C[C@H]1CCN(C(=O)NCCc2cccc(Cl)c2)C[C@@H]1O,9.6
O=C(OCC(=O)N1CCCCCC1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,10.4
COc1ccccc1C(=O)N[C@H](C(=O)Nc1cccc(-c2csc(C)n2)c1)C(C)C,9.7
O=C(Nc1cccc(OCc2cccnc2)c1)c1cccc2nscc12,11.6
OCC1(C[NH2+][C@H]2CCCOc3cc4c(cc32)CCCC4)COC1,8.8
